0.030005	-0.115691	0.000000
0.084895	0.692916	0.020486
0.149695	5.634941	0.047833
0.200425	7.585102	0.066923
0.258772	11.065459	0.090746
0.319342	14.410918	0.115810
0.377827	16.457092	0.138195
0.436735	17.462433	0.161414
0.494480	19.413905	0.184225
0.544800	21.248136	0.205008
0.595712	23.084060	0.224930
0.652500	26.046726	0.247432
0.708920	27.555634	0.271467
0.768862	29.943390	0.295628
0.829277	32.212089	0.318467
0.885935	34.293980	0.341872
0.948255	37.857388	0.365924
1.006207	40.099020	0.389495
1.063960	45.559638	0.412103
1.129372	48.434716	0.438915
1.188397	55.673369	0.462815
1.246012	56.287694	0.485683
1.305125	59.868087	0.509139
1.364610	62.017839	0.533187
1.426480	62.622587	0.557150
1.484400	63.880551	0.580796
1.543795	64.875660	0.604158
1.603197	65.946056	0.629105
1.665375	68.069266	0.652964
1.724680	68.363033	0.677496
1.784817	69.695531	0.700867
1.846080	71.214522	0.725166
1.901800	73.230308	0.747033
1.958115	74.528919	0.770884
2.019595	76.104584	0.795716
2.080070	77.329459	0.819088
2.139170	78.968866	0.842082
2.195332	79.266238	0.864723
2.252475	81.380624	0.889018
2.313347	82.369202	0.911770
2.370012	83.395521	0.934615
2.426920	85.069633	0.958494
2.488215	86.982688	0.981959
2.544555	91.827593	1.005197
2.603612	97.109485	1.029334
2.665230	100.441963	1.052562
2.723375	102.408787	1.075995
2.777930	103.696341	1.098057
2.836797	105.755987	1.121183
2.895252	106.930843	1.145027
2.953965	109.025474	1.169163
3.013305	109.787002	1.192009
3.071232	111.246771	1.215266
3.129195	112.940937	1.239405
3.191835	114.123476	1.263405
3.250167	115.809446	1.287727
3.311307	117.122247	1.311581
3.369700	118.418726	1.334461
3.426970	119.229662	1.357703
3.486720	120.056562	1.381514
3.545680	121.621720	1.406033
3.608497	123.056021	1.431147
3.669610	123.997903	1.455895
3.729832	125.351596	1.479946
3.792077	126.532008	1.503262
3.850677	128.301575	1.527756
3.909495	129.462528	1.550298
3.967880	131.103747	1.574240
4.026667	131.730554	1.598255
4.088565	132.845216	1.621873
4.145895	134.199177	1.646089
4.197900	135.417482	1.666862
4.259665	137.328227	1.690360
4.316955	139.209796	1.714603
4.374235	139.911272	1.737018
4.431597	141.238003	1.760279
4.495275	142.313650	1.786072
4.555205	143.613231	1.809789
4.615092	145.723017	1.833017
4.672172	147.338585	1.856664
4.730817	148.413416	1.879754
4.792100	149.418183	1.903568
4.850342	150.690353	1.927308
4.908782	152.148227	1.950099
4.965790	153.536688	1.974079
5.025370	154.455309	1.997777
5.087397	155.322988	2.022187
5.143730	156.988927	2.045104
5.205060	160.100454	2.068715
5.254955	164.778259	2.089665
5.316962	170.746948	2.113387
5.374137	175.307253	2.137371
5.433860	177.448580	2.160507
5.493447	180.754697	2.185199
5.553952	183.357777	2.208713
5.611435	186.468878	2.232233
5.671522	188.806511	2.256137
5.730915	191.907080	2.280447
5.792282	197.350029	2.303418
5.848172	201.662906	2.327033
5.907115	204.831945	2.349638
5.965097	207.498623	2.372121
6.024152	209.372789	2.395982
6.081782	210.560910	2.420294
6.142950	212.227573	2.444242
6.201210	213.814039	2.468078
6.262952	215.114389	2.491562
6.320755	216.213174	2.516105
6.379055	217.154677	2.538715
6.435352	218.408279	2.561083
6.491737	219.228010	2.584199
6.548850	220.517853	2.605927
6.604792	221.960591	2.629839
6.665135	222.562811	2.653841
6.725552	223.668766	2.677206
6.785675	224.220447	2.702285
6.847195	225.092633	2.725552
6.902107	225.772919	2.748571
6.962527	226.873134	2.771469
7.019567	228.337571	2.795024
7.078690	228.963477	2.818853
7.138442	230.083462	2.842166
7.194487	231.796802	2.864320
7.249647	232.792655	2.887778
7.312000	233.694662	2.911266
7.368862	235.627620	2.935530
7.429330	237.074515	2.958505
7.488342	238.027880	2.982279
7.546795	239.417927	3.005389
