0.030007	-0.174910	0.000000
0.062470	0.673073	0.012582
0.093132	3.200993	0.025808
0.118677	4.374426	0.035190
0.140900	5.947215	0.044656
0.176427	8.456431	0.058640
0.200962	9.922275	0.068443
0.225420	11.596563	0.078516
0.251222	13.022177	0.088939
0.275422	14.091024	0.097977
0.297877	15.483295	0.107092
0.320540	16.792490	0.116828
0.344960	18.138958	0.125660
0.367082	19.511386	0.135509
0.392880	20.729385	0.145907
0.418332	21.915735	0.155636
0.442512	22.809919	0.165525
0.474390	24.301427	0.178437
0.500060	26.366930	0.187939
0.524442	27.051943	0.198268
0.548862	28.562297	0.207442
0.582242	29.673657	0.221450
0.607360	31.925907	0.230518
0.629317	32.292229	0.240678
0.655802	34.446590	0.250568
0.679385	34.659482	0.260160
0.703207	36.831729	0.269977
0.729422	37.440048	0.279757
0.752382	39.790573	0.289092
0.775772	40.830809	0.298350
0.798910	43.439662	0.307696
0.823197	44.486041	0.317234
0.846027	47.010472	0.326595
0.869335	47.658357	0.335974
0.893302	49.426289	0.345641
0.917917	50.413162	0.355038
0.940547	51.114765	0.364409
0.966055	52.954081	0.375236
0.991312	53.578488	0.385291
1.016485	54.657224	0.394388
1.039252	55.908934	0.404220
1.063680	57.702646	0.413267
1.095870	59.162570	0.426887
1.121562	59.223923	0.436590
1.144400	60.308134	0.446146
1.168287	61.387416	0.455235
1.191820	62.494069	0.465402
1.216625	63.843353	0.474585
1.239605	63.963178	0.483286
1.261170	66.024693	0.492587
1.284952	66.350369	0.502310
1.308832	67.902425	0.511080
1.330742	67.673110	0.520553
1.353890	69.401562	0.529740
1.378412	69.758507	0.539483
1.401727	70.675354	0.548935
1.425420	71.724108	0.558648
1.451517	71.831450	0.568640
1.474632	72.949664	0.577998
1.497915	73.116912	0.587355
1.521737	74.445255	0.596700
1.544762	74.894227	0.606643
1.569872	75.618833	0.615729
1.592457	75.685094	0.624882
1.615357	76.186391	0.634899
1.640427	77.139553	0.643846
1.662772	78.017264	0.653553
1.688602	78.642919	0.663533
1.712735	79.226798	0.672754
1.734887	80.968067	0.682450
