0.030007	-0.165357	0.000000
0.140952	4.206847	0.042820
0.242940	9.841334	0.084128
0.354547	14.813913	0.129264
0.471000	19.246198	0.174916
0.571647	23.216030	0.215588
0.688135	26.413362	0.263026
0.804062	29.548660	0.308281
0.920317	34.044644	0.354994
1.033915	38.560561	0.400383
1.149045	42.911940	0.446281
1.265495	47.590719	0.492769
1.376165	52.673418	0.538569
1.493057	55.786859	0.584326
1.606037	59.818613	0.630155
1.721417	63.183450	0.675272
1.835565	67.148912	0.722120
1.950232	70.196694	0.766869
2.061287	74.161298	0.812417
2.174225	78.516683	0.857327
2.286015	81.861573	0.901979
2.399602	83.767210	0.946387
2.512542	87.432370	0.992079
2.627465	90.745572	1.037993
2.744215	94.342498	1.085084
2.856955	97.346241	1.129817
2.966335	100.002512	1.173868
3.078750	102.744118	1.218243
3.186217	105.469373	1.262266
3.301415	108.321846	1.307503
3.413167	112.059747	1.352207
3.525937	115.741065	1.396748
3.635885	118.656325	1.441579
3.752145	120.688620	1.488006
3.866635	123.379791	1.534526
3.980747	125.675624	1.580279
4.095285	127.654592	1.624748
4.208525	130.446444	1.670269
4.309742	132.465636	1.711321
4.421675	135.505518	1.755474
4.534035	137.427904	1.800817
4.647262	139.239406	1.846125
4.762447	142.406577	1.892694
4.873362	144.865026	1.937056
4.988640	147.489229	1.983191
5.104867	150.169103	2.028984
5.219462	152.525279	2.074919
5.320382	154.296285	2.115185
5.435927	156.235893	2.162645
5.551957	158.860796	2.208511
5.664257	160.679664	2.252778
5.777667	162.939373	2.299151
5.892062	164.601961	2.343777
6.004480	167.421277	2.388903
6.118912	169.003954	2.434124
6.232660	171.640435	2.480023
6.348202	172.808951	2.526463
6.462720	174.391294	2.572016
6.577140	177.088498	2.617919
6.694055	179.307723	2.664243
6.803757	181.467766	2.709363
6.916050	183.884022	2.754362
7.025512	185.877471	2.797924
7.140547	188.324163	2.842926
7.254685	189.951823	2.888588
7.367680	192.155710	2.934265
7.482085	194.779806	2.979984
7.597637	195.179610	3.026004
7.710120	197.541808	3.072061
7.826137	198.854234	3.117082
7.941015	199.714601	3.164407
8.056422	202.323842	3.209622
8.170270	203.502098	3.255252
8.270625	205.054901	3.294870
8.383090	206.657211	3.340013
8.495302	208.682620	3.384986
8.605800	211.133412	3.429484
8.718947	213.281118	3.474311
8.835855	215.033279	3.522474
8.952675	217.012635	3.567836
9.065570	219.796933	3.612964
9.177607	221.829629	3.659033
9.289855	223.226462	3.703625
9.403555	225.059913	3.749143
9.519250	227.235293	3.794232
9.632495	228.622117	3.839531
9.750502	230.310813	3.886880
9.862577	231.460887	3.931603
9.975195	233.446105	3.976558
10.076917	234.888130	4.018567
10.190200	236.195090	4.062993
10.303247	238.613412	4.109773
10.405922	239.541698	4.149110
10.522090	241.326525	4.195349
10.634975	242.342690	4.242171
10.749672	243.120849	4.287137
10.862440	245.493881	4.332827
10.976940	248.153933	4.377655
11.086877	249.769700	4.422526
11.200592	251.340708	4.467957
11.317860	253.558262	4.514062
11.432795	255.566284	4.560158
11.546265	257.519935	4.605721
11.661342	259.154277	4.651329
11.773465	261.299649	4.696166
11.886512	263.492903	4.741167
12.001477	265.068424	4.787769
12.114505	266.898108	4.833509
12.229385	269.064360	4.878972
12.346670	271.185351	4.926560
12.462095	273.536951	4.972622
12.575070	275.594566	5.017457
12.687970	277.118980	5.062175
12.802672	279.211601	5.109236
12.916982	281.248354	5.154866
13.033435	283.254690	5.199881
13.148072	284.749764	5.245963
13.262792	287.148822	5.293087
13.379187	289.000304	5.338973
13.494235	290.272748	5.384114
13.604905	292.380972	5.429830
13.720470	295.108268	5.474987
13.834482	296.616724	5.520508
13.947457	298.206879	5.566036
14.056677	299.630613	5.609721
14.170555	301.682744	5.655520
14.283650	303.271855	5.700308
14.397627	304.915100	5.746227
14.509902	306.474363	5.790572
14.624422	308.473516	5.836402
14.734480	310.115467	5.882001
14.850740	311.531846	5.927578
14.962935	313.712460	5.973102
15.079345	316.347302	6.018469
15.186707	318.064002	6.062577
15.301730	320.519153	6.108610
15.418680	321.973195	6.153875
15.533375	323.071304	6.199928
15.646792	324.364416	6.245968
15.759827	325.723870	6.290826
15.875152	327.021453	6.336686
15.985572	328.926620	6.380743
16.097027	329.385519	6.425913
16.210560	331.215787	6.471533
16.322642	332.344992	6.517005
16.437795	334.089875	6.563069
16.553505	335.080436	6.608545
16.664525	336.654163	6.653449
16.764932	337.942054	6.693067
16.878262	339.068044	6.738051
16.990625	339.939267	6.783351
17.101902	340.453140	6.828188
17.201725	341.822409	6.867863
17.309812	343.468295	6.910739
17.423460	344.718678	6.956121
17.532122	345.789619	6.999672
17.645512	346.313255	7.045135
17.760047	348.224668	7.091616
17.874880	348.720979	7.137888
17.992112	349.538287	7.183723
18.106955	350.667694	7.229449
18.219025	352.442766	7.274397
18.330575	353.434874	7.319068
18.441317	353.969392	7.363917
18.555295	355.339278	7.409598
18.668447	356.504050	7.454674
18.779922	357.870934	7.498438
18.890280	358.426838	7.543457
18.990132	358.762780	7.583382
19.104385	360.087369	7.628988
19.221780	361.246567	7.675703
19.333587	362.509335	7.721055
19.446347	362.738191	7.765441
19.560282	364.625336	7.812002
19.674475	365.598259	7.857579
19.790002	365.787900	7.903747
19.905560	366.822486	7.949243
20.017975	367.668595	7.993923
20.132250	368.938305	8.039441
20.247370	369.109630	8.085661
20.364460	370.554596	8.132824
20.476882	371.588347	8.178674
20.591275	372.830030	8.224590
20.707170	374.009651	8.269995
20.820190	374.757212	8.315279
20.933167	375.453979	8.361213
21.044415	375.832297	8.405327
21.161177	377.559625	8.451461
21.271902	378.053623	8.495140
21.384782	379.029784	8.540676
21.498542	379.434891	8.586163
21.613427	381.304382	8.632933
21.728615	382.794561	8.678567
21.842022	383.229216	8.723208
21.950530	384.863054	8.767065
22.064522	386.364275	8.813711
22.179700	387.654892	8.859148
22.295292	388.667179	8.904772
22.406005	390.023477	8.949345
22.520882	392.421407	8.994733
22.635747	393.052898	9.040984
22.747285	394.606754	9.086327
22.862535	396.079907	9.132375
22.975212	397.419718	9.177794
23.088165	398.457905	9.223094
23.201635	399.172388	9.268804
23.301792	400.667393	9.307285
23.413960	402.257378	9.352349
23.525317	403.747337	9.398155
23.624065	404.937490	9.436641
23.737780	406.486891	9.482557
23.851055	408.983193	9.528596
23.965117	410.730879	9.573861
24.078510	412.092456	9.618312
24.193500	412.546221	9.663949
24.302705	415.022165	9.708380
24.414042	416.194139	9.753679
24.527772	417.085192	9.798670
24.640530	417.780987	9.843994
24.753030	419.360544	9.888299
24.867577	420.712267	9.934038
24.980817	421.824270	9.979246
25.091182	422.495703	10.023786
25.206407	424.416063	10.069272
25.321272	425.234808	10.114882
25.434370	426.162452	10.160599
25.547587	427.596708	10.206209
25.660352	429.057256	10.250833
25.775040	431.239841	10.298291
25.887295	431.957729	10.342893
25.999830	433.388001	10.387958
26.117432	434.368979	10.433346
26.229967	435.727137	10.478679
26.337027	437.215576	10.521374
26.450402	438.383005	10.568127
26.548862	439.072496	10.606270
26.661492	440.663775	10.651525
26.775297	442.708295	10.696849
26.888492	442.927136	10.742567
26.999787	444.499909	10.787083
27.110672	445.934706	10.831873
27.224282	447.419593	10.877294
27.337147	448.344755	10.922494
27.449072	448.525542	10.967709
27.562772	449.754264	11.012979
27.679120	451.106683	11.058650
27.787460	451.599747	11.101789
27.900772	452.802723	11.147267
28.014397	453.152592	11.193925
28.129300	454.694133	11.238288
